Review ID,Product Id,User Id,Summary,Text,Product Score
74699,B0026RQTGE,AZDP1YYXJ4FQ4,My dogs love them! And good for them!,They're a great product and automated delivery at great prices can't be beat!  My dogs go crazy when it comes to greenie time at night.  No matter how many nights we do the same thing they are always over the top for greenies,5
74700,B0026RQTGE,A2WPBUC41US8X9,My boys love greenies!!!,I have 2 small dogs and one really small dog.  They all get one Greenie a day.  They LOVE their greenies!1 I love that the Greenies help to keep their mouths fresh and clean. They are adorable and are shaped like a mini toothbrush!!!,5
74701,B0026RQTGE,ASSC2299D4RPW,Reorder of Greenies,Greenies are given to both of my Westies and they expect one a day when they complete their morning routine.  Best treat ever.,5
74702,B0026RQTGE,A10D02RQH2SRC6,love my litttle dogs,My little ones love their teenie greenies. It is so easy to order them from Amazon. Greenies are recomendid by my vet to help keep my dachshunds teeth clean and healthy.,5
74703,B0026RQTGE,A3J9T78MGOZ0F6,My dogs love them!,Did some research because my dogs have bad breath and dirty teeth. I have tried brushing their teeth with doggie toothpaste and have bought all kinds of chewy treats but nothing worked. So I bought these and gave each dog a treat every morning.  Not only does their breath smell better but their teeth look cleaner as well. I quickly bought a second box. The dogs seem to enjoy the taste and they are made so that the dog can't just gulp them down.  They have to chew them.  I would highly recommend these treats.,5
74704,B0026RQTGE,AWVJ6RRO0Y1FM,Dog Loves!,My dog loves these treats and they are lite too.  I have been buying them for the last 5 years,5
74706,B0026RQTGE,A1TEFN18LEQ6R4,Why do they increase the price each month on the product?,I have subsribed to the monthly shipment of Greenies 27 oz canister teenie 96 count product and each month the price increases.  If i sign up today the price drops to $19.94.  Why the increase?  Seems like they lock you in for a scheduled order and then take advantage of you hoping that you won't notice the price increases.<br /><br />The product is great and my dogs love them but the business practice of the price hikes is terrible.,5
74707,B0026RQTGE,A2EJVJ5G4DYGV3,My Puppy Loves These,"Einstein our puppy loves the Greenies.  He get's one at night before bed as a bribe for going into his kennel.  Works wonders:)  Since, he gets one every night we go through the Greenies fairly quickly.  I like the larger size and was actually cheaper per piece.<a href=""http://www.amazon.com/gp/product/B001G96UK8"">Greenies 27 oz Canister Teenie 96 Count</a>",5
74709,B0026RQTGE,A1CMD08Z49PGKQ,My vet suggested this.,My two dogs love these.  Now as to do they work.  I honestly do not know.  Both of my dogs are right now at what my vet calls stage two on dental health.  Stage four is the worst on his scale.  I am going to monitor and see IF just maybe they will either still be a stage two in a year or maybe better.  If they maintain at stage two I would love it.  Teeth cleaning on dogs is very expensive so if this product works it will save me big bucks.  Here's hoping!  I will come back and update this after their next check up which should be around August of 2013.,5
74710,B0026RQTGE,A3BKR6QASTTL4D,Very pleased,"Nothing negative to say about this buying experience.  My dog loves Greenies, and this was a better price than what I have seen elsewhere.  Treats like this, along with regular dental care (brushing her teeth and getting her teeth professionally cleaned by a vet) means that my dog's breath is nice and she is healthier.  My dog is 7kgs (around 15 lbs)and this is a perfect size for her.  The packaging keeps these treats fresh - inside the box is an airtight resealable bag.",5
74711,B0026RQTGE,A2RWZY0CD32TZF,Greenies,My dog looks forward everyday to getting his Greenies.  It is a great toothbrush and keeps him from having too much tarter on his teeth.,5
74712,B0026RQTGE,A1ZBPBWFVM1P7H,Dogs love em!,"I am always concerned with my dogs oral health. I have found that my dogs love the Greenies and they do a good job of helping to keep the tarter build up off their teeth! I have one dog that is very particular about his treats and what he will chew on but he loves the Greenies, in fact my dogs will do most anything I ask so long as they know they get a Greenie afterwards!",5
74713,B0026RQTGE,A2HCZXMS36YH3J,Instead of brushing~,Always had trouble trying to brush my dog's teeth; thought I would try the Greenies Petite (16 lb cockapoo). They are plenty big enough. She has one everyday loves them and her teeth are looking very healthy; no tartar build up. Definitely recommend them.,5
74714,B0026RQTGE,A1TSI3IZGJRNU9,Highly recomended,"My dog love it, and She's a very, very picky eater- even with treats. So, this product must have a great flavor.",5
74715,B0026RQTGE,A36WSXJYYBGK9U,My dogs love Greenies,"Both of my small breed dogs love their greenies treat and I like that it is good for their dental health,,",5
74718,B0026RQTGE,A3JLXK2D6CGX54,"Jumbo Dog, Jumbo Greenies","We have been feeding these to our do since he became an adult dog.  We feed him the Jumbo size Greenies. He's 125+ pounds and devours them in seconds.  We order them from Amazon, because we can rarely find the Jumbo size greenie canisters in stores.  Our dog's teeth seem to be in really good condition.  We have never had any problems with him eating them or with his digestion.  We always give him one when we are around to watch and he's never had any issues.",5
74719,B0026RQTGE,A280P8X21F77I4,Like going to the dentist,"I bought these for my 9 yr old dog because the vet said she had stage 4 dental disease, and we really couldn't afford the $300+ price of teeth cleaning for her. I decided to give her one Greenie everyday and see if it improved her teeth and gums. I have been giving her one a day for almost two months and her back teeth look so much better! I am very happy with this little experiment and she is too. She reminds me every night when it's time for her Greenie treat. She still has a slight issue with one of her front teeth, but I think it's because she mainly chews the Greenies on her back teeth. Such a great item. Much cheaper on Amazon than at the pet store.",5
74720,B0026RQTGE,AOYMEAGB22M5I,Good for older dogs as well for younger,"I have a 10yr. old boxer and she has worn much of her teeth down some what.  She loves these and they help her breath and clean her teeth.  If she likes them, then MoM likes them.",5
74721,B0026RQTGE,AJOXH616XO3UI,suscribe to GreeniesMy,"My Boston Terrier gets one Greenie regular each day to keep teeth clean. Should I forget it's time for her Greenie, she sits and stares at me until I remember. Vet says her teeth are in great shape.",5
74722,B0026RQTGE,A3ENB3F0L91PFL,Patches loves these!,Patches loves these and will put up with teeth brushing since he knows he'll get a Greenie at the end of it.,5
74723,B0026RQTGE,A1NMA62F9YNHQ9,Great Green Snack,"My dog loves them, and so does our vet?  Our Yorkie likes to eat unhealthy things, but shys away from healthy ones.  The lone exception are Greenies.",5
74724,B0026RQTGE,A3MSLVEXP4WPDH,greenies-teenie 96 pack,"My dog loves these snacks.  I have a smaller rat terrier mix dog she loves these even more than Cherrio's.  They come in a canister which is flimsy but I threw it away as they are also in a resealable bag. They should last a fairly long time as I don't give them to her daily, only for special treats and after she takes any medicines.",5
74725,B0026RQTGE,A988RS2ZEYVIY,Teeny greenies,"I have been buying 96-count containers of teeny greenies from Amazon for a couple of years.  They are always fresh and arrive promptly. My Yorkies look forward to one before bedtime each evening.  I don't know if they really help plaque.  They do freshen breath and have some nutrition.  Thanks to Amazon prices, my dogs have this little luxury.",5
74726,B0026RQTGE,A1N0X3T5W9JUJQ,For Great Doggie Breath,"We have two shelties and their breath improved almost immediately with this product.  One of our dogs has a problem digesting another brand, but neither dog had a problem with the Greenies.  Highly Recommend.",5
74727,B0026RQTGE,A3JI8DQY53NA98,My dog will kill for a Greenie!,"Ever since I introduced my dog to Greenies, she just loved them. They are her favorite treats, and they are good for her too! She weighs about 15 pounds and I give her one each morning after her walk. I purchase the 27 oz canister, Teenie size (96 count).",5
74728,B0026RQTGE,A25K3JQ7SB238Q,Dogs love Greenies,This is a great treat for my dogs. I've been buying them for 12 years and they never turn it down.,5
74729,B0026RQTGE,A3BIAXCA7ILMUH,My Dogs Love These,"These are given to my 2 rescue dogs at the end of the day.  They know when it is time to go out for the last time at night and sit and wait for their Greenie.  All we have to say is ""do you want to brush your teeth"" and they go nuts.  They love them and their teeth are in great shape...",5
74730,B0026RQTGE,AFZA6HRPQLBX5,Love them,My dog loves these. I also bought them way cheaper than the pet store. Next time it's offered for the price I paid I will buy a few boxes again,5
74732,B0026RQTGE,AFWQ2N23IJAA2,Our Dogs LOVE These and We Do Too!,"I have been feeding our dogs Greenie bones since they first came out and we have NEVER had a problem.  I have German Shepards, Dobermans and medium sized hound dogs.  They all love their GB's and I find that because our Dobie tends to be a ""garbage belly"" (meaning she'll eat anything!), so sometimes she doesn't smell as nice as she should, really benefits from the ""green"" in Greenie Bones.  I would like to know where ""E. Antic"" gets his/her information from.....as I can find nothing that says they are ""deadly"", except for those people that haven't done responsible research (not just hearsay from some list).  If your dogs are gulpers or greedy chewers, then I wouldn't feed them ANYTHING, especially RAWHIDE, that could be gulped and swallowed in large pieces or whole.  Do we need to bring up ""NYLABONES""?????  Always be a responsible dog owner and supervise your dogs when giving any kind of treats.  Please don't be afraid of Greenie Bones because of E. Antic's post.  You can buy Greenie's in singles, so try one before you commit to a whole box.  I have friends that have dogs that don't really like them and that's okay.  My girls live for their morning GB's and I now give them Greenie ""Smart Biscuits"" for an afternoon snack.  They love the taste and we love them for the 'benefits'!!<br /><br />I respectfully request that Amazon and Amazon members make up their own minds, and not fall to the 'fear mongers' and ignorance amoung us.  Always supervise your dogs when giving treats - after all, they are the animals and we are supposed to be the 'smart' ones.....don't be afraid, do your homework, it always pays!",5
74733,B0026RQTGE,A3MXO5BIX3RZ25,my lil' beast is crazy for greenies!!,"i still worry about the rumored threat to dogs from these treats, but they have changed the formula so i am assuming all is well with them.  and i am assuming since they are front and center in most pet places that they are safe.  and my italian greyhound is obsessed with them.  they make her (usually hideous) breath smell fresh and clean and have really made a difference in the cleanliness of her teeth.  i always make sure to watch her while she's eating it, not only for her safety, but because it is freaking adorable to watch her chew on it.  just a tip, these are cheaper from entirelypets from amazon.  http://www.amazon.com/Greenies-Dental-Chews-ounce-Teenie/dp/B001CWEC2W/ref=sr_1_1?ie=UTF8&s=home-garden&qid=1266273814&sr=8-1",5
74734,B0026RQTGE,A37RIRXE3WECZ,My Dog's Favorite- and Amazon's the Place to Get Them!,"My German Shepherd is a complete Greenie addict.  She knows when they're in the house.  She knows which cupboard they're kept in.  She knows what time of day she's supposed to get hers.  Her vet compliments her on her pretty white teeth, although some of that credit definitely has to go to the fact that my husband and I brush her teeth with one of those finger-toothbrushes and kiddie toothpaste (no fluoride, so safe if she swallows it), but I do know my dog chews a Greenie at least enough to get pieces between her teeth, and at four years old, she doesn't have the kind of doggie breath that knocks you over if she breathes in your face.  I do believe that some of the ingredients in Greenies help breath from within, so even if your dog inhales his or her Greenie, there's still some benefit.<br /><br />My only complaint about Greenies is that they're expensive.  There's no denying that.  If you do the math on this tub of 17, we're talking about a dollar and forty-seven cents apiece.  So I can see why that might stop some people in their tracks, and I understand.  As for my dog, she's on a limited diet because she's allergic to a lot of things that are standard ingredients in a lot of dog food and dog treats.  I feel like I've been a little bit trained myself, not to bat an eye at this price, and she definitely makes me at least a dollar and a half's worth of happy every day.<br /><br />If you're looking at the Greenies in the 17-piece tub, considering them for purchase, though, I'm guessing your canine is also a Greenie addict, like mine.  You're going to buy them anyway, and if you get the free shipping, Amazon's the place to get them.",5
74735,B0026RQTGE,A33HGS0F6NVBRA,Greenies - Catnip for dogs,"I have been using Greenies for years, including the older formula that reportedly had digestion problems. However, we never have had any problems with Greenies. Just make sure you get the appropriate size for your dog. I have never seen a dog that could resist a Greenie. They will start doing tricks never seen before once you bring them into the house. They do help with their breath, teeth cleaning and training and we normally use them as ""well earned"" treats (they aren't the cheapest thing in the treat world). I just ordered 4, 27 oz. tubs of the Teenies (we have Papillons) and I know our dogs will enjoy every one of them. Never have to worry about our dogs getting fat eating these as we do not give them multiple times a day. The new formula reportedly has solved the digestibility problem and the manufacturer claims is now more digestible than normal dog food. In the original formula, the problem usually involved incidents when dogs just tried to swallow them whole or get it down in 2 bites. Our dogs always chewed them into small pieces avoiding any problems. Believe me, your dogs will love them.",5
74736,B0026RQTGE,A1W7BIVI3O46Q,such great treats!,"I give these to my dog to help with her minor tartar problems. She LOVES them and they definitely do the job.<br /><br />One of my favorite things about them is that they are sturdy and coated enough that I can freeze them--I put one in a small plastic bag (snack bag folded in half) full of water and freeze it for a few hours. Then my dog has to lick and crunch up the ice to get to the treat, which keeps her busy AND gets her more fluids. Most dog treats tend to dissolve and become mushy when you do this with them, but these guys definitely hold up.",5
74738,B0026RQTGE,A2ST78JTMA1OUM,It's like crack for dogs...,"First some history:<br />Our dog can't chew rawhide bones.  She has a habit of breaking off pieces & swallowing them whole.  We have had problems with blockages & constipation as a result -- everytime she has received a rawhide.<br /><br />We have a 13 yr old Beagle which was introduced to Greenies about 2 yrs ago.  We were given a couple of the Large ones from a friend to try.  Through carelessness on our part, our dog destroyed both large treats within 15 minutes.  When we found her, we were scared figuring she would die from swallowing this large plasticky looking treat.  We quickly did some web searches & found out that the newer formula is supposed to dissolve rather easily with water.  After making sure she drank a good amount of water, we monitored her activity.  In the end, she had no problems & we were able to find a treat that is more chewable than your biscuit type treats, but safer than rawhide (at least for her).  We have tried many different treats & toys, but have NEVER had the type of response that we get from giving her a Greenie.  It seriously is like crack for dogs...",5
74739,B0026RQTGE,A1G3M1IYL6N3XP,Dogs love Greenies!,My dogs love them and they really help in freshening my dogs' breaths! This is the most cost-efficient pack I could find.,5
74740,B0026RQTGE,A36TZ86M1RBH2R,Treats for Pepper,"We have been buying Greenies for Pepper for about 4 years.  He has a very sensitive stomach and can only have boiled chicken and canned and dry prescription diet ID<br />I brush his teeth every night and afterwards he gets a ""greenie""  he loves them and I love that they don't upset his stomach.<br />Our Vet said they should be ok for Pepper.  And they are.  Paying about 40.00 elsewhere, I'm really happy to find them on Amazon.com for a little over half of that.  Pepper is happy and I'm happy.",5
74741,B0026RQTGE,ACTMZJ4EUOC65,Addictive to dogs,"It's got something in there that is like crack for dogs. I buy the largest size I can find. I like them better than rawhide, for what they do. Rawhide strips or bones, when the dog gets down to that last part are slimy unswallowable messes that I've had to reach in and remove from the dog's throat. Nylabones edibles gave the dog the runs. Pressed rawhide chunks did the same. Greenies don't affect his digestion at all, and he's crazy about them. He has destroyed a Kong or two in his time.<br /><br />I don't know how much is due to his genes or to the greenies, but my 12 year old dog has better teeth than many 5 year olds.<br /><br />Like any other edible chew treat, however, don't leave your dog unattended until he's finished it.",5
74742,B0026RQTGE,ADQYSWFLIWL3N,Great Greenies,"My dog no longer needs to have his teeth cleaned by the vet, since he gets one grenie every day.",5
74743,B0026RQTGE,A261ZLNLNRU6SD,Greenies,Both of my German Shepherds love their daily Greenies.  Matty jumps up on my bed at noom every day to remind me to get off my butt and produce her treat!,5
74744,B0026RQTGE,A1G0FCAT4M4UBA,"Excellent deal,Very affordable price",Since I have three dogs buying treats can get very spendy. I am so glad that I shop at Amazon.com they offer such great deals for me as wells for my little four legged kids. Truthfully I have to say that I have been extremely satisfied with all of my purchases . I am grateful that Amazon offers such wonderful deals Thank you,5
74745,B0026RQTGE,A2QVPA7GGN53QP,very good,"my dog love it very much, the fist thing that she wake up in the morning is eat the greenies!",5
74746,B0026RQTGE,A1246XB5WQ7ICM,Breath chews are awesome although vets say hooey,These treats for small dogs are #1 on my dog's list of morning must haves.<br />She has been pestering me to give her a morning teenie chewy every day for many<br />months. She does not seem to tire of these unlike many treats she has tried.<br />I have heard that the official word is that these do not really promote good breath.<br />Maybe they just limit the amount of bad breath. Whatever. This box is a three<br />month supply so is a reasonably economical way to give my dog something she really likes.,5
74747,B0026RQTGE,A369AG7LSFQ6R9,I am not exaggerating...,"Little Lulu, my six month old Miniature Scnauzer, developed foul breath. It reeked like a dead fish, and I couldn't handle her puppy kisses any more.  Then, I saw an ad on TV for a competing product, but found these to be a better deal. They are worth every penny.<br /><br />The Teenie Greenies arrived yesterday. Just ONE solved the problem. I gave it to her half expecting her to turn her nose up. Instead, she loved it. This morning she greeted me with sloppy kisses and wiggles. I instinctively cringed, waiting for that fetid smell. But there was NO smell! Zilch. Zip. Nada.",5
74748,B0026RQTGE,A1JK0GD4UVOGAI,Teenie Greenie,Dogs love greenies. Awesome product. Super price. Item was shipped very rapidly. Great packaging. Overall wonderful experience. All animals are happy!,5
74749,B0026RQTGE,A2U1K9VVOI6JY8,love it!!!,My dog thinks it is crack! He is crazy over these teenie greeinies. Arived on time and cheeper than the store for sure. I would recomend to all.,5
74750,B0026RQTGE,A3BUWBTRGMMJOB,Great Chew Treat,Greenies are the special treat we give our golden retriever and great pyrenee/golden retriever mix.  Greenies are hard enough that our dogs have to chew slowly but not so hard that I feel uncomfortable giving it to them.,5
74751,B0026RQTGE,A2WYY318G9XQQD,My Dog LOVES These!,"Plain and simple, my dog loves these. She dances, spins, & squeaks whenever one is brought out! While this makes me happy as well, it is important to say that regular feedings of 1 to 2 a week have helped avoid teeth cleanings and extractions over the years! Too bad they don't have an equivalent for humans!",5
74752,B0026RQTGE,A23PQN6R4VWJYC,Great treats,"Penny loves it. She keeps asking for more and more :)<br />I was very glad to know that because its healthy, cheap and tasty. I definitely will buy more, next time!",5
74753,B0026RQTGE,A277AIYW087GSU,My dog loves them and the Vet complimented my dog's teeth,"Started buying these for my dog and he loves them. They are easy on his teeth (not too hard, etc) and my vet complimented that his teeth are in good condition. Your dog may need teeth cleaning once in awhile (it's not a substitute) but it mitigates the tartar buildup effectively when given daily. Will buy over and over again.",5
74754,B0026RQTGE,AEZ8OREQVE2P,great treat! not too smelly,"For a picky boxer that doesn't like or eat many treats, she is addicted to these!  They aren't very chalky or too smelly and she enjoys the hard but soft enough texture for her big mouth/small teeth combo :)  These treats also don't leave any residue on the carpet which is very nice.",5
74755,B0026RQTGE,A32A6VCEVD7UPP,Great Deal!,"I have 2 small dogs and buying this pack on Amazon saved a great deal of money! I was worried about them being outdated and dried out but I was wrong, I had one myself they were so fresh but for some reason now I have the urge to chase squirrels.",5
74756,B0026RQTGE,A18QBXDXQHMS66,The Best!,"My dog can't eat bully sticks or bones, so I have to find other treats.  She is also a bit overweight, so how can I beat Greenies Lite Treats?  The dog loves them and they are good for her teeth.  All around a perfect product.",5
74757,B0026RQTGE,A12ZQGR04U1FRZ,chew away!,My dog loves these and it keeps him busy for 5 minutes which is a long time for my chew hound!,5
74758,B0026RQTGE,AT66IKVKXSI46,Great product,"My boxer likes these, but he doesn't get really excited about them.  But if they work as advertised and clean his teeth, then they are great.",5
74759,B0026RQTGE,A4P68O5TH3FR5,The picky boys' favorate,My dogs like this a lot. They are willing to do any tricks for this. They have it for over three years and still love it.,5
74760,B0026RQTGE,A1WIQ7UO5OUB0M,Greenies Petite,"As with any dog treat, you must monitor your pet while consuming but Greenies are the best! My dogs know exactly when it is Greenie Time!",5
74761,B0026RQTGE,A44JFZK0YP9N,Greenies are the best,"I have a 6 pound toy poodle and she would be very depressed without her daily ration of greenies.  She knows that after supper she receives her greenie and she loves them.  It is the one thing that I can depend on her eating.  Since we do feed a lot of soft food, the greenie helps clean her teeth.  The price on these greenies is very good and they were fresh and came in a timely manner.",5
74763,B0026RQTGE,A10NJPL8SA82WC,Awesome Product,"These things are awesome.  These Greenies really clean your dog's teeth very well.  When I first opened the container I was a bit skeptical because they smelled pretty bad but after a week of using these.  My dogs breath was great, and I used to not be able to bear her breath.  It's a must buy for any pet owner.",5
74764,B0026RQTGE,A10NJPL8SA82WC,Awesome Product,"These things are awesome.  These Greenies really clean your dog's teeth very well.  When I first opened the container I was a bit skeptical because they smelled pretty bad but after a week of using these.  My dogs breath was great, and I used to not be able to bear her breath.  It's a must buy for any pet owner.",5
74765,B0026RQTGE,A3M4QZCQV0GOUY,doggy chews,"If you need to keep your dogs mouth and gums clean and healthy, this will easily do the job.  My dog looks forward to this treat!",5
74767,B0026RQTGE,A1R6XA0SVLOIVC,Buy the sample size first!,"My pekingese loves these!She is known to be quite a picky eater,so I ordered the sample size( called a 'mini-treat pak' of the Greenies first to see if she'd like them.( I believe the sample size =22 of the 'Teenie' size). She ended up loving them,so I kept the small zip-lock pouch the sample size came in. I just take about 20 of the Greenies at a time from the large 96 chews container and refill the zip-lock pouch.*It also is a great way to bring some Greenies along with you when you are traveling with your dog!<br /><a href=""http://www.amazon.com/gp/product/B000JQCJIG"">Greenies Treats for Dogs (5-15 lbs/2-7 kg)Mini Treat-Pak-Teenie 6 oz</a>",5
74768,B0026RQTGE,A2M9SS7VM3MVLP,My dogs love these!!,"As soon as my dogs hear that I open the box they come running.  They absolutely love these chews! Don't know what it is, but they're irresistable to my dogs!",5
74772,B0026RQTGE,AA5D2Q1O4ZMG8,Dog's love them,"I order these constantly for my dogs, and my review is always the same:  Most dogs think they are the best thing since grass, and will do all kinds of tricks to get them.",5
74773,B0026RQTGE,A2BSSCFGB5TRV4,Greenies - the best price anywhere.,This is the best price for Greenies.  Greenies do a great job helping to keep my dog's teeth in their best shape.  So glad I discovered this product on Amazon as they are almost too expensive to buy anywhere else.,5
74775,B0026RQTGE,A3H3T02220D62N,My doggies love these,"My two dachshunds love these things.  They know they are going to get one every morning.  They lead me to the pantry and are so cute when they beg or I call it talking, letting me know that they can't hardly wait.  Great product.",5
74776,B0026RQTGE,AHD1NIMHE5F4D,Greenies,Thank you so much for sending us this product that our dogs love so much! It was neatly packaged and enjoyed by the dogs the minute we opened the package. The deal is amazing!,5
74777,B0026RQTGE,A3L11W77XKW6U,Great Price,Our yorkie and shitzu love greenies and the price at amazon is significantly lower than what I can find at petsmart or Petco. I will continue to buy from Amazon,5
74779,B0026RQTGE,ASCE5545RQ01I,Greenies for a picky eater,"I had to pay a fortune to have our dog's teeth cleaned. Plus it was a difficult thing for her...she got very upset and was in pain for a few days. So I started using Greenies, and wow...they have her scheduled for a teeth cleaning that I will cancel, because it has kept her teeth so clean. Best of all, though, she is a very picky eater. Most things that are supposedly flavored to please dogs do not please her. She just won't eat them, but Greenies for teeth...she can't wait to have them. I just ask her if she wants to brush her teeth, and she is ready and waiting. The other night I got out her pills to give her for arthritis and made the mistake of getting out the greenie at the same time. She didn't want the pills although they were covered in peanut butter, which she usually loves. Once she finished the greenie, she wanted the ""peanut butter pills.""",5
74780,B0026RQTGE,A2WUK1O9802GNW,My dog's favorite treat!,"Greenies are great dental chews that keep my dog with minimal plaque.<br />My 3 yr old loves it.<br />The price of the 96 Teenie Pack (or more) from Amazon is unbeatable.<br /><br />Of note, my dog didn't like it very much when he tried it the first time when he was 2 months old. He grew to love it more and more. So don't give up and give it to someone else if your puppy is not crazy about them from the first day.",5
74781,B0026RQTGE,A732RD4GCA3Z3,Cheapest anywhere,My dog loves em. This is cheapest you will find these anywhere! This is my second time ordering great deal!,5
74783,B0026RQTGE,ARWT2JE2ZBQFF,,"This product is great, you get as many treats with the teenies as the Petite size and my puppies love them like crazy. The price is great, delivery service was great, overall happy with everything",5
74784,B0026RQTGE,A18KK6UY5352LQ,Greenies,Shipped very fast.  Great product for your dog's teeth.  I have been giving my poodle greenies ofr years now and my vet said that her teeth are just as white and healthy as a 2 year old dogs.  She is 10 years old.,5
74785,B0026RQTGE,A1OQS0BPNMKAMP,greenies,"I buy Greenies frequently for my dogs. They love them. I buy them for my ""granddogs' also. Very good product.",5
74788,B0026RQTGE,A319SA019UXTLX,Great Deal!!,"Our dogs adore these and they are usually fairly pricey for the amount you get. However Amazon always has one great deal or another for buying these and significantly cheaper than in store prices.<br /><br />We usually buy the 130 or 96 pack of 'Teenies' for our two chihuahua mix dogs (depending whichever has the better sale price at the time.<br /><br />The teenie size is great for our smaller dog (6lb) as he can fully chew on it and savor it. However it is not quite enough for our other chihuahua mix (13lb) she tends to gulp it down like any other dog treat without getting as much benefit from the dental cleaning that Greenies are supposed to help with. Now that she is a little larger (she loved these as a pup) I think we may 'graduate' her to the next size of Greenie.<br /><br />I have always found that our dogs look forward to their Greenie treats and see them as a special treat which is great because keeping a dogs dental health in check is important and I find Greenies do help with this and yet are delicious to the dog.<br /><br />Our larger dog has been given Greenies for two years now and her teeth are still almost entirely stain free and her breath is not as bad as some dogs. However I would not use Greenies solely to keep a dogs breath in check, I recommend getting some other product for that.",5
74789,B0026RQTGE,A33RAJU0FDA0S3,Greenies for a good price,"Well, they are Greenies.  Not much else to say about them besides it's a fantastic price.  They come in the green box shown, but inside is a re-sealable bag to keep them fresh which was really nice and actually a concern I had when I first purchased them.",5
74790,B0026RQTGE,A3BYTYZ0PQGG8,buy in bulk!,"My dogs love these greenies. Their teeth are super white from chewing on them and their breath somehow is no longer as stinky. The only thing is that they are a tad-overpriced, so I recommend buying them in bulk if you are truly satisfied with this product like I am.",5
74791,B0026RQTGE,A13S908SVO9MTN,Greenies are awesome!!,"My dogs go crazy for these!! I was worried for their safety since I had heard some negative reviews for these chews, so I did some research and found that the most common problem is from choking.  They do chomp them down so I have them eat it while I'm nearby in case they choke (haven't yet).  Their teeth and gums are clean and strong so that saves $$ on dental bills.  I don't like the idea of having them go under general anesthesia just to get their teeth cleaned (seems much riskier), so I will continue to take the ""risk"" with Greenies. Amazon price for these, even with shipping costs, are still the lowest. And my dogs get to bark at the FedEx guy!!",5
74793,B0026RQTGE,A1CQPBL4C0R0A1,best treat,"My dogs love these treats! When my dogs wake up in the morning thats the first thing they want to eat! Especially my dog Luna cries for one. When I say greenie, she immediately runs downstairs and sit right in front of the pantry for one. I highly recommend these treats!",5
74794,B0026RQTGE,AVAAL77L6SZ6,love them and will buy again!,"I have a 10 month old puppy. She is a mix between 1/4 poodle, chihuahua, terrier, and maltese. She is SUPER picky with treats and food in general and she absolutely loves these!! She wants one all the time! Her bowel movements are not affected by them in a negative way. The only thing I would say that is a con is that they don't last very long! She eats them pretty quickly even though the material of them is pretty rock solid and her mouth is tiny.",5
74796,B0026RQTGE,A1XNRB4O2O7XF7,My Yorkies love these dental chews!,I give these little dental toothbrush treats to my three Yorkies and they scatter to all corners to protect and eat their treats. Small dogs often have dental problems and I use these to help their teeth!  They are the perfect size for my dogs.,5
74797,B0026RQTGE,AC41TKEXBCG5F,Yum (or so it seems),"I don't know what it is about them, but dogs will listen to you if you're offering one of these as a reward. My dog gets one every night, after she performs a few tricks flawlessly knowling the reward is one of these.",5
74798,B0026RQTGE,A1I6U5AQAT3ZG9,perfect,Our 13 year old minature fox terrier loves them and they take a nice amount of time for her to devour.,5
74799,B0026RQTGE,AHY7OT7T9NNGV,My Shiba Inu loves this as a favorite bedtime treat,Good for dogs with sensitive stomachs and tasty too!  Also very healthy / great guaranteed analysis.  Am already on my second box of 96 Teeny's!,5
74800,B0026RQTGE,A2H9KHFSIVQRK7,GREAT,LOVE the Greenies.....my rat terriers favorite snack!  Just say the word and they come running!  Enjoy them and don't forget to buy more!!,5
74801,B0026RQTGE,A3UH8Y078T3VXE,love grenies,"As usual it's great, I get a lot of compliment about my black lab very white teeth ! I just wish they would make bigger boxes, the large greenies come only at a maximum of 17 a box.",5
74802,B0026RQTGE,A13TVFIJBZ1ABQ,Greenies,"The shipment came on time and was packed perfectly.  My dogs get two greenies daily, their teeth have less plaque and their breaths are pleasant  I love this product!",5
74803,B0026RQTGE,A1Z6B0H1JZ0CU5,My Papillon and Bischon Love These!,"I got these for the ""health"" benefits of fresh breath, plaque and overall quality of stuff. I like to treat my kids now and again and they love them so much they have even taken to identifying these treats as ""greenies""! Yes I know it is typically the tone but they even get excited if you say the word green now, its crazy. So I'd say, get these for your kids they will love them so much you'll have a hard time denying them at least one a day. I know I do.",5
74804,B0026RQTGE,A1S02A2Z4KJ050,Squeaky clean!!,"I have a one year old Pomeranian whom has been on greenies since she was about 3mos. Let me tell you, I've gone to the vet several times during her first year for different reasons. The first time her vet was happy to see that she had a healthy ""smile"" and hoped it continued, she was still a puppy. Since then, we moved to another city and she now has a different vet. This vet was so excited, and YES i said EXCITED, to see my fur baby's gums and teeth. The vet asked to take a picture of Foxy's(my fur baby) teeth to post on their website. She asked me if i brush them daily. I said nope, we've been using greenies does that count?? She said YES and added, in detail, how healthy it is for them in A LOT of aspects. Buying them from a pet store is ridiculous to me because the price for a pack of 20 is over $19. ARE YOU KIDDING ME?!?!?! So when i saw this price and the amt that come in the pack, I've been buying them on here ever since!! I give them to her once a day EVERYDAY at 9pm. She even recognizes the word ""greenies"" and follows me to the pantry when it's that time of day for her. Because of a previous review i read about storing them in the container it comes in for a while caused maggots, i got really grossed out(has NEVER happened to me) so JUST IN CASE, i dump them in a snap seal, clear, plastic container.",5
